Category,Region,Subject
Historical character,"South America, Central America and the Caribbean","Eva Perón (Argentina, first lady, icon)"
Historical character,"South America, Central America and the Caribbean",Fidel Castro (Cuban revolutionary leader)
Historical character,"South America, Central America and the Caribbean","Che Guevara (Argentinian revolutionary, Cuba)"
Historical character,"South America, Central America and the Caribbean","Chavela Vargas (Costa Rica/Mexico, singer of rancheras, queer icon)"
Historical character,"South America, Central America and the Caribbean",Salvador Allende (Chilean president)
Historical character,"South America, Central America and the Caribbean",Augusto Pinochet (Chilean dictator)
Historical character,"South America, Central America and the Caribbean",Hugo Chávez (Venezuelan president)
Historical character,"South America, Central America and the Caribbean","Compay Segundo (Cuba, musician, Buena Vista Social Club)"
Historical character,"South America, Central America and the Caribbean",Rafael Trujillo (Dominican dictator)
Historical character,"South America, Central America and the Caribbean",François Duvalier (Haitian dictator)
Historical character,"South America, Central America and the Caribbean","Fernando Botero (Colombia, painter/sculptor, “Boterismo”)"
Historical character,"South America, Central America and the Caribbean",Luiz Inácio Lula da Silva (Brazilian president)
Historical character,"South America, Central America and the Caribbean","Oswaldo Guayasamín (Ecuador, painter, “Chapel of Man”)"
Historical character,"South America, Central America and the Caribbean","Frida Kahlo (Mexico, iconic painter, global feminist symbol)"
Historical character,"South America, Central America and the Caribbean",Michelle Bachelet (Chilean president)
Historical character,"South America, Central America and the Caribbean",Evo Morales (Bolivian president)
Historical character,"South America, Central America and the Caribbean","David Alfaro Siqueiros (Mexico, muralist)"
Historical character,"South America, Central America and the Caribbean","Tarsila do Amaral (Brazil, modernist painter)"
Historical character,"South America, Central America and the Caribbean",Manuel Noriega (Panamanian military leader)
Historical character,"South America, Central America and the Caribbean","Óscar Arias Sánchez (Costa Rican president, Nobel laureate)"
Historical character,"South America, Central America and the Caribbean",Violeta Chamorro (Nicaraguan president)
Historical character,"South America, Central America and the Caribbean","Álvaro Mutis (Colombia, poet, novelist, creator of Maqroll the Gaviero)"
Historical character,"South America, Central America and the Caribbean","Diego Rivera (Mexico, muralist, social realism)"
Historical character,"South America, Central America and the Caribbean",Silvio Rodríguez (Cuban troubadour)
Historical character,"South America, Central America and the Caribbean","Pablo Escobar (Colombian drug lord, narcoterrorist, and politician)"
Historical character,"South America, Central America and the Caribbean","Wilfredo Lam (Cuba, painter, surrealist/modernist)"
Historical character,"South America, Central America and the Caribbean","Esmeralda Santiago (Puerto Rico, writer)"
Historical character,"South America, Central America and the Caribbean","Mario Benedetti (Uruguay, poet, essayist, novelist)"
Historical character,"South America, Central America and the Caribbean","Gabriel García Márquez (Colombian novelist, Nobel)"
Historical character,"South America, Central America and the Caribbean","Mario Vargas Llosa (Peruvian novelist, Nobel)"
Historical character,"South America, Central America and the Caribbean","Pablo Neruda (Chilean poet, Nobel)"
Historical character,"South America, Central America and the Caribbean","Gabriela Mistral (Chilean poet, Nobel)"
Historical character,"South America, Central America and the Caribbean",Jorge Luis Borges (Argentinian writer)
Historical character,"South America, Central America and the Caribbean",Julio Cortázar (Argentinian novelist)
Historical character,"South America, Central America and the Caribbean",Carlos Fuentes (Mexican writer)
Historical character,"South America, Central America and the Caribbean",Alejo Carpentier (Cuban novelist)
Historical character,"South America, Central America and the Caribbean",Nicolás Guillén (Cuban poet)
Historical character,"South America, Central America and the Caribbean","Octavio Paz (Mexican poet, Nobel)"
Historical character,"South America, Central America and the Caribbean",José Lezama Lima (Cuban poet/novelist)
Historical character,"South America, Central America and the Caribbean","Miguel Ángel Asturias (Guatemalan novelist, Nobel)"
Historical character,"South America, Central America and the Caribbean",Juan Rulfo (Mexican writer)
Historical character,"South America, Central America and the Caribbean",Eduardo Galeano (Uruguayan writer)
Historical character,"South America, Central America and the Caribbean",Isabel Allende (Chilean novelist)
Historical character,"South America, Central America and the Caribbean",Roberto Bolaño (Chilean writer)
Historical character,"South America, Central America and the Caribbean",Fernando Vallejo (Colombian writer)
Historical character,"South America, Central America and the Caribbean",Clarice Lispector (Brazilian novelist)
Historical character,"South America, Central America and the Caribbean",Jorge Amado (Brazilian writer)
Historical character,"South America, Central America and the Caribbean",Vinicius de Moraes (Brazilian poet/songwriter)
Historical character,"South America, Central America and the Caribbean",Gilberto Freyre (Brazilian sociologist)
Historical character,"South America, Central America and the Caribbean",Paulo Freire (Brazilian educator)
Historical character,"South America, Central America and the Caribbean",Darcy Ribeiro (Brazilian anthropologist)
Historical character,"South America, Central America and the Caribbean",Leopoldo Lugones (Argentinian writer)
Historical character,"South America, Central America and the Caribbean",Rosario Castellanos (Mexican writer)
Historical character,"South America, Central America and the Caribbean",Celia Cruz (Cuban singer)
Historical character,"South America, Central America and the Caribbean",Héctor Lavoe (Puerto Rican salsa singer)
Historical character,"South America, Central America and the Caribbean",Rubén Blades (Panamanian musician)
Historical character,"South America, Central America and the Caribbean",Shakira (Colombian singer)
Historical character,"South America, Central America and the Caribbean",Carlos Gardel (Argentinian tango legend)
Historical character,"South America, Central America and the Caribbean",Astor Piazzolla (Argentinian tango composer)
Historical character,"South America, Central America and the Caribbean",Mercedes Sosa (Argentinian folk singer)
Historical character,"South America, Central America and the Caribbean",Gilberto Gil (Brazilian musician)
Historical character,"South America, Central America and the Caribbean",Caetano Veloso (Brazilian musician)
Historical character,"South America, Central America and the Caribbean",João Gilberto (Brazilian bossa nova pioneer)
Historical character,"South America, Central America and the Caribbean",Carmen Miranda (Brazilian icon)
Historical character,"South America, Central America and the Caribbean",Juan Luis Guerra (Dominican musician)
Historical character,"South America, Central America and the Caribbean",Daddy Yankee (Puerto Rican reggaetón singer)
Historical character,"South America, Central America and the Caribbean",Don Segundo Sombra (literary gaucho character)
Historical character,"South America, Central America and the Caribbean",Anitta (Brazilian singer)
Historical character,"South America, Central America and the Caribbean",Pelé (Brazilian soccer legend)
Historical character,"South America, Central America and the Caribbean",Diego Maradona (Argentinian soccer legend)
Historical character,"South America, Central America and the Caribbean",Lionel Messi (Argentinian soccer star)
Historical character,"South America, Central America and the Caribbean",Neymar (Brazilian soccer star)
Historical character,"South America, Central America and the Caribbean",Marta Vieira da Silva (Brazilian women’s soccer star)
Historical character,"South America, Central America and the Caribbean",Roberto Clemente (Puerto Rican baseball player)
Historical character,"South America, Central America and the Caribbean",Óscar de la Hoya (Mexican-American boxer)
Historical character,"South America, Central America and the Caribbean",Usain Bolt (Jamaican sprinter)
Historical character,"South America, Central America and the Caribbean",Martín Fierro (literary gaucho archetype)
Historical character,"South America, Central America and the Caribbean",Guga Kuerten (Brazilian tennis player)
Historical character,Asia,Confucius (Chinese philosopher)
Historical character,Asia,"Laozi (Daoist philosopher, China)"
Historical character,Asia,"Sun Tzu (military strategist, China)"
Historical character,Asia,"Siddhartha Gautama (Buddha, India/Nepal)"
Historical character,Asia,"Ashoka the Great (Mauryan emperor, India)"
Historical character,Asia,"Chandragupta Maurya (founder of Maurya Empire, India)"
Historical character,Asia,"Cyrus the Great (founder of Achaemenid Empire, Persia)"
Historical character,Asia,Darius I (Persian king)
Historical character,Asia,Xerxes I (Persian king)
Historical character,Asia,"Zoroaster (Persian prophet, Zoroastrianism)"
Historical character,Asia,Mencius (Chinese Confucian philosopher)
Historical character,Asia,"Ibn Sina (Avicenna, Persian polymath)"
Historical character,Asia,"Al-Khwarizmi (Persian mathematician, “father of algebra”)"
Historical character,Asia,"Al-Farabi (Islamic philosopher, Central Asia)"
Historical character,Asia,Al-Biruni (Persian scholar)
Historical character,Asia,"Abu Nuwas (Arab poet, Baghdad)"
Historical character,Asia,"Rumi (Persian poet, mystic)"
Historical character,Asia,"Omar Khayyam (Persian poet, mathematician)"
Historical character,Asia,Abu Bakr (first caliph of Islam)
Historical character,Asia,"Ali ibn Abi Talib (fourth caliph, Shia figure)"
Historical character,Asia,Genghis Khan (Mongol conqueror)
Historical character,Asia,"Kublai Khan (founder of Yuan dynasty, China)"
Historical character,Asia,"Timur (Tamerlane, Central Asian conqueror)"
Historical character,Asia,Attila the Hun (Central Asian leader)
Historical character,Asia,Saladin (Sultan of Egypt & Syria)
Historical character,Asia,Mehmed II (Ottoman conqueror of Constantinople)
Historical character,Asia,Suleiman the Magnificent (Ottoman sultan)
Historical character,Asia,"Akbar the Great (Mughal emperor, India)"
Historical character,Asia,"Shah Jahan (Mughal emperor, built Taj Mahal)"
Historical character,Asia,"Aurangzeb (Mughal emperor, India)"
Historical character,Asia,Tokugawa Ieyasu (Japanese shogun)
Historical character,Asia,Oda Nobunaga (Japanese warlord)
Historical character,Asia,Toyotomi Hideyoshi (Japanese unifier)
Historical character,Asia,Minamoto no Yoritomo (first shogun of Japan)
Historical character,Asia,Emperor Meiji (modernizer of Japan)
Historical character,Asia,"Emperor Hirohito (Japan, WWII era)"
Historical character,Asia,Ho Chi Minh (Vietnamese revolutionary)
Historical character,Asia,Mao Zedong (Chinese leader)
Historical character,Asia,Chiang Kai-shek (Chinese Nationalist leader)
Historical character,Asia,Deng Xiaoping (Chinese reform leader)
Historical character,Asia,Mahatma Gandhi (Indian independence leader)
Historical character,Asia,Jawaharlal Nehru (first Prime Minister of India)
Historical character,Asia,Indira Gandhi (Indian Prime Minister)
Historical character,Asia,Narendra Modi (Prime Minister of India)
Historical character,Asia,Muhammad Ali Jinnah (founder of Pakistan)
Historical character,Asia,Benazir Bhutto (Pakistani Prime Minister)
Historical character,Asia,"Imran Khan (Pakistani politician, ex-cricketer)"
Historical character,Asia,"Aung San Suu Kyi (Myanmar politician, Nobel laureate)"
Historical character,Asia,Lee Kuan Yew (founder of modern Singapore)
Historical character,Asia,Sukarno (first President of Indonesia)
Historical character,Asia,Suharto (Indonesian leader)
Historical character,Asia,Ferdinand Marcos (Philippines leader)
Historical character,Asia,Corazon Aquino (Philippines President)
Historical character,Asia,Rodrigo Duterte (Philippines President)
Historical character,Asia,Xi Jinping (current leader of China)
Historical character,Asia,Kim Il-sung (North Korean leader)
Historical character,Asia,Kim Jong-il (North Korean leader)
Historical character,Asia,Kim Jong-un (North Korean leader)
